product_id,name,category,price,short_description,specs_json
P1045,Graphics Card Model 1045,Graphics Card,66481.6,High quality graphics card suitable for work and entertainment.,"{'gpu': 'AMD RX 6800', 'vram': '16GB GDDR6'}"
P1046,External HDD Model 1046,External HDD,90072.59,High quality external hdd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'USB 3.2'}"
P1047,Headset Model 1047,Headset,89653.04,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wireless', 'surround': 'Stereo'}"
P1048,Mouse Model 1048,Mouse,80841.11,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1049,Motherboard Model 1049,Motherboard,66048.09,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1050,Desktop Model 1050,Desktop,110251.83,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1051,Headset Model 1051,Headset,22684.75,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1052,Graphics Card Model 1052,Graphics Card,64337.26,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 4070', 'vram': '12GB GDDR6X'}"
P1053,Mouse Model 1053,Mouse,103660.0,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1054,Motherboard Model 1054,Motherboard,97786.47,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1055,Laptop Model 1055,Laptop,10282.78,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1056,Laptop Model 1056,Laptop,82324.57,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1057,External HDD Model 1057,External HDD,83393.64,High quality external hdd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'USB 3.0'}"
P1058,External HDD Model 1058,External HDD,42919.6,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1059,Headset Model 1059,Headset,76290.29,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wireless', 'surround': 'Stereo'}"
P1060,Motherboard Model 1060,Motherboard,12840.41,High quality motherboard suitable for work and entertainment.,"{'chipset': 'B550', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1061,Mouse Model 1061,Mouse,104012.01,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1062,External HDD Model 1062,External HDD,63840.88,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1063,Motherboard Model 1063,Motherboard,78266.08,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1064,Laptop Model 1064,Laptop,42112.64,High quality laptop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 7 5800H', 'ram': '16GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 3060'}"
P1065,SSD Model 1065,SSD,100872.31,High quality ssd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'NVMe'}"
P1066,Motherboard Model 1066,Motherboard,96633.05,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1067,Desktop Model 1067,Desktop,40261.28,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i9 12th Gen', 'ram': '32GB', 'storage': '2TB SSD', 'gpu': 'NVIDIA RTX 4080'}"
P1068,Monitor Model 1068,Monitor,71551.34,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1069,SSD Model 1069,SSD,118056.38,High quality ssd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'SATA'}"
P1070,Headset Model 1070,Headset,75734.32,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1071,Desktop Model 1071,Desktop,42392.83,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i9 12th Gen', 'ram': '32GB', 'storage': '2TB SSD', 'gpu': 'NVIDIA RTX 4080'}"
P1072,Laptop Model 1072,Laptop,103314.63,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1073,Motherboard Model 1073,Motherboard,118470.49,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1074,Desktop Model 1074,Desktop,98829.95,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i9 12th Gen', 'ram': '32GB', 'storage': '2TB SSD', 'gpu': 'NVIDIA RTX 4080'}"
P1075,External HDD Model 1075,External HDD,31039.21,High quality external hdd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'USB 3.0'}"
P1076,Mouse Model 1076,Mouse,68423.22,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1077,Mouse Model 1077,Mouse,60095.27,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1078,Mouse Model 1078,Mouse,41287.3,High quality mouse suitable for work and entertainment.,"{'dpi': '8000', 'buttons': '7', 'type': 'Wireless'}"
P1079,Desktop Model 1079,Desktop,21258.41,High quality desktop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 5 5600G', 'ram': '16GB', 'storage': '512GB SSD', 'gpu': 'Radeon Vega'}"
P1080,External HDD Model 1080,External HDD,69514.37,High quality external hdd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'USB 3.0'}"
P1081,Laptop Model 1081,Laptop,88145.72,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i5 12th Gen', 'ram': '16GB', 'storage': '512GB SSD', 'display': '15.6 inch FHD'}"
P1082,Monitor Model 1082,Monitor,103092.92,High quality monitor suitable for work and entertainment.,"{'size': '24 inch', 'resolution': '1920x1080', 'refresh_rate': '75Hz', 'panel': 'IPS'}"
P1083,Motherboard Model 1083,Motherboard,65410.35,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1084,Keyboard Model 1084,Keyboard,3433.25,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1085,Graphics Card Model 1085,Graphics Card,36022.79,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1086,Desktop Model 1086,Desktop,44146.05,High quality desktop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 5 5600G', 'ram': '16GB', 'storage': '512GB SSD', 'gpu': 'Radeon Vega'}"
P1087,SSD Model 1087,SSD,21205.99,High quality ssd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'SATA'}"
P1088,Motherboard Model 1088,Motherboard,65502.24,High quality motherboard suitable for work and entertainment.,"{'chipset': 'B550', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1089,Laptop Model 1089,Laptop,37258.74,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1090,Keyboard Model 1090,Keyboard,107391.87,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1091,Desktop Model 1091,Desktop,6923.21,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1092,Headset Model 1092,Headset,119297.88,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wireless', 'surround': 'Stereo'}"
P1093,SSD Model 1093,SSD,94090.13,High quality ssd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'SATA'}"
P1094,Laptop Model 1094,Laptop,87715.23,High quality laptop suitable for work and entertainment.,"{'processor': 'AMD Ryzen 7 5800H', 'ram': '16GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 3060'}"
P1095,Keyboard Model 1095,Keyboard,72010.07,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Blue', 'backlight': 'RGB'}"
P1096,Desktop Model 1096,Desktop,102061.37,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1097,Headset Model 1097,Headset,40211.61,High quality headset suitable for work and entertainment.,"{'type': 'In-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': 'Stereo'}"
P1098,Laptop Model 1098,Laptop,24935.61,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1099,Headset Model 1099,Headset,102767.56,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1100,Motherboard Model 1100,Motherboard,101881.41,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1101,Keyboard Model 1101,Keyboard,5806.41,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Red', 'backlight': 'RGB'}"
P1102,Graphics Card Model 1102,Graphics Card,23049.17,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1103,External HDD Model 1103,External HDD,63958.61,High quality external hdd suitable for work and entertainment.,"{'capacity': '4TB', 'interface': 'USB-C'}"
P1104,SSD Model 1104,SSD,65971.19,High quality ssd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'SATA'}"
P1105,Motherboard Model 1105,Motherboard,39853.55,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1106,Headset Model 1106,Headset,105209.5,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wireless', 'surround': 'Stereo'}"
P1107,Desktop Model 1107,Desktop,30332.64,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i9 12th Gen', 'ram': '32GB', 'storage': '2TB SSD', 'gpu': 'NVIDIA RTX 4080'}"
P1108,Keyboard Model 1108,Keyboard,70748.17,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Blue', 'backlight': 'RGB'}"
P1109,Mouse Model 1109,Mouse,107667.99,High quality mouse suitable for work and entertainment.,"{'dpi': '16000', 'buttons': '6', 'type': 'Wired'}"
P1110,Mouse Model 1110,Mouse,102868.17,High quality mouse suitable for work and entertainment.,"{'dpi': '12000', 'buttons': '5', 'type': 'Wireless'}"
P1111,Motherboard Model 1111,Motherboard,69076.34,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1112,Graphics Card Model 1112,Graphics Card,104646.69,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1113,SSD Model 1113,SSD,100150.6,High quality ssd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'SATA'}"
P1114,Laptop Model 1114,Laptop,52681.84,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1115,SSD Model 1115,SSD,90853.23,High quality ssd suitable for work and entertainment.,"{'capacity': '500GB', 'interface': 'NVMe'}"
P1116,Keyboard Model 1116,Keyboard,48982.62,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1117,Keyboard Model 1117,Keyboard,31125.18,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1118,Headset Model 1118,Headset,4058.41,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': '7.1'}"
P1119,Monitor Model 1119,Monitor,84667.89,High quality monitor suitable for work and entertainment.,"{'size': '24 inch', 'resolution': '1920x1080', 'refresh_rate': '75Hz', 'panel': 'IPS'}"
P1120,Monitor Model 1120,Monitor,101699.81,High quality monitor suitable for work and entertainment.,"{'size': '24 inch', 'resolution': '1920x1080', 'refresh_rate': '75Hz', 'panel': 'IPS'}"
P1121,Graphics Card Model 1121,Graphics Card,104115.28,High quality graphics card suitable for work and entertainment.,"{'gpu': 'AMD RX 6800', 'vram': '16GB GDDR6'}"
P1122,Motherboard Model 1122,Motherboard,51610.37,High quality motherboard suitable for work and entertainment.,"{'chipset': 'B550', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1123,Laptop Model 1123,Laptop,107800.59,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1124,Motherboard Model 1124,Motherboard,46714.94,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1125,Laptop Model 1125,Laptop,71428.79,High quality laptop suitable for work and entertainment.,"{'processor': 'Intel i7 13th Gen', 'ram': '32GB', 'storage': '1TB SSD', 'gpu': 'NVIDIA RTX 4070'}"
P1126,Motherboard Model 1126,Motherboard,53005.66,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1127,Motherboard Model 1127,Motherboard,28408.36,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1128,Keyboard Model 1128,Keyboard,112457.95,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Blue', 'backlight': 'RGB'}"
P1129,Motherboard Model 1129,Motherboard,8099.33,High quality motherboard suitable for work and entertainment.,"{'chipset': 'X570', 'socket': 'AM4', 'form_factor': 'ATX'}"
P1130,External HDD Model 1130,External HDD,9407.16,High quality external hdd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'USB 3.2'}"
P1131,Keyboard Model 1131,Keyboard,35078.5,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1132,Keyboard Model 1132,Keyboard,49846.48,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Red', 'backlight': 'RGB'}"
P1133,SSD Model 1133,SSD,34704.23,High quality ssd suitable for work and entertainment.,"{'capacity': '500GB', 'interface': 'NVMe'}"
P1134,Motherboard Model 1134,Motherboard,44999.66,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1135,Headset Model 1135,Headset,74685.14,High quality headset suitable for work and entertainment.,"{'type': 'In-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': 'Stereo'}"
P1136,Headset Model 1136,Headset,53749.7,High quality headset suitable for work and entertainment.,"{'type': 'In-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': 'Stereo'}"
P1137,Desktop Model 1137,Desktop,6945.77,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1138,Headset Model 1138,Headset,14790.67,High quality headset suitable for work and entertainment.,"{'type': 'In-ear', 'mic': 'Yes', 'connectivity': 'Wired', 'surround': 'Stereo'}"
P1139,External HDD Model 1139,External HDD,51235.24,High quality external hdd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'USB 3.2'}"
P1140,External HDD Model 1140,External HDD,67077.31,High quality external hdd suitable for work and entertainment.,"{'capacity': '2TB', 'interface': 'USB 3.2'}"
P1141,Keyboard Model 1141,Keyboard,91293.95,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Blue', 'backlight': 'RGB'}"
P1142,Keyboard Model 1142,Keyboard,116935.12,High quality keyboard suitable for work and entertainment.,"{'type': 'Mechanical', 'switch': 'Blue', 'backlight': 'RGB'}"
P1143,Monitor Model 1143,Monitor,5911.45,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1144,SSD Model 1144,SSD,119916.97,High quality ssd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'SATA'}"
P1145,SSD Model 1145,SSD,34569.45,High quality ssd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'SATA'}"
P1146,Graphics Card Model 1146,Graphics Card,75952.4,High quality graphics card suitable for work and entertainment.,"{'gpu': 'NVIDIA RTX 3060', 'vram': '12GB GDDR6'}"
P1147,Monitor Model 1147,Monitor,112664.56,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1148,External HDD Model 1148,External HDD,53864.45,High quality external hdd suitable for work and entertainment.,"{'capacity': '1TB', 'interface': 'USB 3.0'}"
P1149,Monitor Model 1149,Monitor,11566.06,High quality monitor suitable for work and entertainment.,"{'size': '34 inch', 'resolution': '3440x1440', 'refresh_rate': '165Hz', 'panel': 'VA'}"
P1150,Monitor Model 1150,Monitor,82421.29,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1151,Monitor Model 1151,Monitor,76951.26,High quality monitor suitable for work and entertainment.,"{'size': '24 inch', 'resolution': '1920x1080', 'refresh_rate': '75Hz', 'panel': 'IPS'}"
P1152,SSD Model 1152,SSD,69260.8,High quality ssd suitable for work and entertainment.,"{'capacity': '500GB', 'interface': 'NVMe'}"
P1153,Motherboard Model 1153,Motherboard,12726.24,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1154,Monitor Model 1154,Monitor,34921.57,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1155,Monitor Model 1155,Monitor,70770.89,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1156,Monitor Model 1156,Monitor,3442.51,High quality monitor suitable for work and entertainment.,"{'size': '27 inch', 'resolution': '2560x1440', 'refresh_rate': '144Hz', 'panel': 'IPS'}"
P1157,Motherboard Model 1157,Motherboard,111372.43,High quality motherboard suitable for work and entertainment.,"{'chipset': 'Z690', 'socket': 'LGA1700', 'form_factor': 'Micro-ATX'}"
P1158,Keyboard Model 1158,Keyboard,43913.62,High quality keyboard suitable for work and entertainment.,"{'type': 'Membrane', 'backlight': 'White LED'}"
P1159,Desktop Model 1159,Desktop,88027.26,High quality desktop suitable for work and entertainment.,"{'processor': 'Intel i3 11th Gen', 'ram': '8GB', 'storage': '1TB HDD', 'gpu': 'Integrated UHD'}"
P1160,Headset Model 1160,Headset,72993.85,High quality headset suitable for work and entertainment.,"{'type': 'Over-ear', 'mic': 'Yes', 'connectivity': 'Wireless', 'surround': 'Stereo'}"
